ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm,ma5,ma20
2024-11-13,92561.1,93372.0,87837.6,87965.9,20328321.2,203283.212,18399629182.7312,1,86184.88,74873.38
2024-11-14,87965.9,90740.0,86666.0,88441.6,14872382,148723.82,13168173425.815,1,87933.2,75951.06
2024-11-15,88441.6,91874.6,88376.2,90527.4,8680177.7,86801.777,7866797774.0808,1,89219.22,77087.93
2024-11-16,90527.4,91500.0,89343.2,90262.4,6623841.2,66238.412,6000189660.1275,1,89951.7,78176.19
2024-11-17,90262.5,92666.0,88700.0,92367.9,11816179.9,118161.799,10724202307.8166,1,89913.04,79174.04
2024-11-18,92368,92838.0,89688.0,92398.0,14007837.8,140078.378,12820310490.827,1,90799.46,80190.88
2024-11-19,92398,94829.9,91281.9,94721.6,13876357.2,138763.572,12930842032.7573,1,92055.46,81395.1
2024-11-20,94721.7,98442.9,93127.1,96687.4,18299683.9,182996.839,17576994971.5571,1,93287.46,82759.78
2024-11-21,96687.5,99490.0,96320.1,98650.9,13371121.9,133711.219,13140749537.1453,1,94965.16,84222.16
2024-11-22,98651,99640.8,98235.0,98404.6,6580644.8,65806.448,6501913100.4908,1,96172.5,85737.28
2024-11-23,98404.7,98588.0,95902.4,95956.1,7174083.5,71740.835,6994545373.5979,1,96884.12,87103.26
2024-11-24,95956.1,98954.4,94605.2,96000.1,11774312.6,117743.126,11424826669.7678,1,97139.82,88421.36
2024-11-25,96000.1,96533.1,91500.0,92813.8,17228431.2,172284.312,16134097351.9131,1,96365.1,89347.25
2024-11-26,92812.1,95880.0,90825.0,95560.3,13995778.7,139957.787,13041596137.2364,1,95746.98,90322.27
2024-11-27,95560.3,97200.0,94650.7,95011.7,9825805.1,98258.051,9409529949.7174,1,95068.4,91252.1
2024-11-28,95012.6,98657.4,94732.5,98026.0,7686799.1,76867.991,7430970610.2901,1,95482.38,92337.71
2024-11-29,98026,98500.0,95214.1,96667.3,7051559.2,70515.592,6838776515.938,1,95615.82,93186.08
